時間,收盤價,新台幣
2021/8/4,17623.89,28.073
2021/8/5,17603.12,28.018
2021/8/6,17526.28,28.028
2021/8/9,17485.15,28.072
2021/8/10,17323.64,28.055
2021/8/11,17227.18,28.005
2021/8/12,17219.94,27.945
2021/8/13,16982.11,27.966
2021/8/16,16858.77,27.932
2021/8/17,16661.36,27.93
2021/8/18,16826.27,27.833
2021/8/19,16375.4,27.781
2021/8/20,16341.94,27.813
2021/8/23,16741.84,27.826
2021/8/24,16818.73,27.831
2021/8/25,17045.86,27.847
2021/8/26,17066.96,27.819
2021/8/27,17209.93,27.86
2021/8/30,17396.52,27.848
2021/8/31,17490.29,27.869
2021/9/1,17473.99,27.843
2021/9/2,17319.76,27.969
2021/9/3,17516.92,28.008
2021/9/6,17495.3,27.985
2021/9/7,17428.87,27.942
2021/9/8,17270.49,27.927
2021/9/9,17304.33,27.937
2021/9/10,17474.57,27.928
2021/9/13,17446.31,27.813
2021/9/14,17434.9,27.772
2021/9/15,17354,27.742
2021/9/16,17278.7,27.732
2021/9/17,17276.79,27.703
2021/9/22,16925.82,27.663
2021/9/23,17078.22,27.673
2021/9/24,17260.19,27.746
2021/9/27,17313.77,27.752
2021/9/28,17181.44,27.69
2021/9/29,16855.46,27.71
2021/9/30,16934.77,27.72
2021/10/1,16570.89,27.713
2021/10/4,16408.35,27.708
2021/10/5,16460.75,27.715
2021/10/6,16393.16,27.736
2021/10/7,16713.86,27.782
2021/10/8,16640.43,27.773
2021/10/12,16462.84,27.731
2021/10/13,16347.99,27.722
2021/10/14,16387.28,27.785
2021/10/15,16781.19,27.82
2021/10/18,16705.46,27.866
2021/10/19,16900.67,27.882
2021/10/20,16887.82,27.866
2021/10/21,16889.51,27.907
2021/10/22,16888.74,27.97
2021/10/25,16894.24,27.952
2021/10/26,17034.34,28.046
2021/10/27,17074.55,28.152
2021/10/28,17041.63,28.145
2021/10/29,16987.41,28.103
2021/11/1,17068.24,28.027
2021/11/2,17065.97,28.015
2021/11/3,17122.16,27.935
2021/11/4,17078.86,27.911
2021/11/5,17296.9,27.912
2021/11/8,17415.3,27.902
2021/11/9,17541.36,27.876
2021/11/10,17559.65,27.842
2021/11/11,17452.52,27.827
2021/11/12,17518.13,27.834
2021/11/15,17634.47,27.82
2021/11/16,17693.13,27.85
2021/11/17,17764.04,27.85
2021/11/18,17841.37,27.853
2021/11/19,17818.31,27.866
2021/11/22,17803.54,27.882
2021/11/23,17666.12,27.842
2021/11/24,17642.52,27.772
2021/11/25,17654.19,27.785
2021/11/26,17369.39,27.84
2021/11/29,17328.09,27.836
2021/11/30,17427.76,27.782
2021/12/1,17585.99,27.79
2021/12/2,17724.88,27.815
2021/12/3,17697.14,27.803
2021/12/6,17688.21,27.795
2021/12/7,17796.92,27.783
2021/12/8,17832.42,27.809
2021/12/9,17914.12,27.793
2021/12/10,17826.26,27.801
2021/12/13,17767.6,27.836
2021/12/14,17599.37,27.807
2021/12/15,17660.1,27.81
2021/12/16,17785.74,27.76
2021/12/17,17812.59,27.766
2021/12/20,17669.11,27.723
2021/12/21,17789.27,27.741
2021/12/22,17826.83,27.771
2021/12/23,17946.66,27.742
2021/12/24,17961.64,27.71
2021/12/27,18048.94,27.737
2021/12/28,18196.81,27.796
2021/12/29,18248.28,27.816
2021/12/30,18218.84,27.804
2022/1/3,18270.51,27.817
2022/1/4,18526.35,27.78
2022/1/5,18499.96,27.84
2022/1/6,18367.92,27.825
2022/1/7,18169.76,27.82
2022/1/10,18239.38,27.788
2022/1/11,18288.21,27.738
2022/1/12,18375.4,27.715
2022/1/13,18436.93,27.685
2022/1/14,18403.33,27.688
2022/1/17,18525.44,27.69
2022/1/18,18378.64,27.632
2022/1/19,18227.46,27.642
2022/1/20,18218.28,27.621
2022/1/21,17899.3,27.651
2022/1/24,17989.04,27.69
2022/1/25,17701.12,27.668
2022/1/26,17674.4,27.684
2022/2/7,17900.3,27.668
2022/2/8,17966.56,27.648
2022/2/9,18151.76,27.624
2022/2/10,18338.05,27.607
2022/2/11,18310.94,27.624
2022/2/14,17997.67,27.651
2022/2/15,17951.81,27.636
2022/2/16,18231.47,27.702
2022/2/17,18268.57,27.7
2022/2/18,18232.35,27.696
2022/2/21,18221.49,27.717
2022/2/22,17969.29,27.745
2022/2/23,18055.73,27.841
2022/2/24,17594.55,27.838
2022/2/25,17652.18,27.822
2022/3/1,17898.25,27.825
2022/3/2,17867.6,27.846
2022/3/3,17934.4,27.873
2022/3/4,17736.52,27.892
2022/3/7,17178.69,27.892
,,27.872
,,27.87
,,27.83
,,27.88
,,27.884
,,28.023
,,28.021
,,28.02
,,28.07
,,28.06
,,28.12
,,28.25
